station_id,stationname,date,daytype,rides
40960,Pulaski-Orange,4/12/2017,W,"4,855"
40960,Pulaski-Orange,4/13/2017,W,"4,465"
40960,Pulaski-Orange,4/14/2017,W,"3,974"
40960,Pulaski-Orange,4/15/2017,A,"2,502"
40960,Pulaski-Orange,4/16/2017,U,"1,356"
40960,Pulaski-Orange,4/17/2017,W,"5,194"
40960,Pulaski-Orange,4/18/2017,W,"5,637"
40960,Pulaski-Orange,4/19/2017,W,"5,521"
40960,Pulaski-Orange,4/20/2017,W,"5,169"
40960,Pulaski-Orange,4/21/2017,W,"5,335"
40960,Pulaski-Orange,4/22/2017,A,"2,470"
40960,Pulaski-Orange,4/23/2017,U,"1,648"
40960,Pulaski-Orange,4/24/2017,W,"5,320"
40960,Pulaski-Orange,4/25/2017,W,"5,623"
40960,Pulaski-Orange,4/26/2017,W,"5,550"
40960,Pulaski-Orange,4/27/2017,W,"5,472"
40960,Pulaski-Orange,4/28/2017,W,"5,312"
40960,Pulaski-Orange,4/29/2017,A,"1,972"
40960,Pulaski-Orange,4/30/2017,U,"1,260"
40970,Cicero-Forest Park,4/1/2017,A,933
40970,Cicero-Forest Park,4/2/2017,U,667
40970,Cicero-Forest Park,4/3/2017,W,"1,317"
40970,Cicero-Forest Park,4/4/2017,W,"1,388"
40970,Cicero-Forest Park,4/5/2017,W,"1,297"
40970,Cicero-Forest Park,4/6/2017,W,"1,400"
40970,Cicero-Forest Park,4/7/2017,W,"1,365"
40970,Cicero-Forest Park,4/8/2017,A,925
40970,Cicero-Forest Park,4/9/2017,U,718
40970,Cicero-Forest Park,4/10/2017,W,"1,207"
40970,Cicero-Forest Park,4/11/2017,W,"1,323"
40970,Cicero-Forest Park,4/12/2017,W,"1,365"
40970,Cicero-Forest Park,4/13/2017,W,"1,283"
40970,Cicero-Forest Park,4/14/2017,W,"1,286"
40970,Cicero-Forest Park,4/15/2017,A,867
40970,Cicero-Forest Park,4/16/2017,U,677
40970,Cicero-Forest Park,4/17/2017,W,"1,291"
40970,Cicero-Forest Park,4/18/2017,W,"1,381"
40970,Cicero-Forest Park,4/19/2017,W,"1,336"
40970,Cicero-Forest Park,4/20/2017,W,"1,363"
40970,Cicero-Forest Park,4/21/2017,W,"1,454"
40970,Cicero-Forest Park,4/22/2017,A,955
40970,Cicero-Forest Park,4/23/2017,U,682
40970,Cicero-Forest Park,4/24/2017,W,"1,324"
40970,Cicero-Forest Park,4/25/2017,W,"1,484"
40970,Cicero-Forest Park,4/26/2017,W,"1,403"
40970,Cicero-Forest Park,4/27/2017,W,"1,383"
40970,Cicero-Forest Park,4/28/2017,W,"1,429"
40970,Cicero-Forest Park,4/29/2017,A,825
40970,Cicero-Forest Park,4/30/2017,U,622
40980,Harlem-Forest Park,4/1/2017,A,625
40980,Harlem-Forest Park,4/2/2017,U,419
40980,Harlem-Forest Park,4/3/2017,W,"1,095"
40980,Harlem-Forest Park,4/4/2017,W,"1,202"
40980,Harlem-Forest Park,4/5/2017,W,"1,165"
40980,Harlem-Forest Park,4/6/2017,W,"1,238"
40980,Harlem-Forest Park,4/7/2017,W,"1,191"
40980,Harlem-Forest Park,4/8/2017,A,644
40980,Harlem-Forest Park,4/9/2017,U,473
40980,Harlem-Forest Park,4/10/2017,W,"1,116"
40980,Harlem-Forest Park,4/11/2017,W,"1,233"
40980,Harlem-Forest Park,4/12/2017,W,"1,305"
40980,Harlem-Forest Park,4/13/2017,W,"1,258"
40980,Harlem-Forest Park,4/14/2017,W,"1,108"
40980,Harlem-Forest Park,4/15/2017,A,634
40980,Harlem-Forest Park,4/16/2017,U,385
40980,Harlem-Forest Park,4/17/2017,W,"1,098"
40980,Harlem-Forest Park,4/18/2017,W,"1,263"
40980,Harlem-Forest Park,4/19/2017,W,"1,220"
40980,Harlem-Forest Park,4/20/2017,W,"1,360"
40980,Harlem-Forest Park,4/21/2017,W,"1,217"
40980,Harlem-Forest Park,4/22/2017,A,705
40980,Harlem-Forest Park,4/23/2017,U,385
40980,Harlem-Forest Park,4/24/2017,W,"1,137"
40980,Harlem-Forest Park,4/25/2017,W,"1,286"
40980,Harlem-Forest Park,4/26/2017,W,"1,265"
40980,Harlem-Forest Park,4/27/2017,W,"1,270"
40980,Harlem-Forest Park,4/28/2017,W,"1,276"
40980,Harlem-Forest Park,4/29/2017,A,493
40980,Harlem-Forest Park,4/30/2017,U,365
40990,69th,4/1/2017,A,"3,832"
40990,69th,4/2/2017,U,"2,865"
40990,69th,4/3/2017,W,"5,003"
40990,69th,4/4/2017,W,"5,064"
40990,69th,4/5/2017,W,"4,566"
40990,69th,4/6/2017,W,"4,873"
40990,69th,4/7/2017,W,"4,837"
40990,69th,4/8/2017,A,"3,714"
40990,69th,4/9/2017,U,"3,080"
40990,69th,4/10/2017,W,"4,444"
40990,69th,4/11/2017,W,"4,450"
40990,69th,4/12/2017,W,"4,634"
40990,69th,4/13/2017,W,"4,479"
40990,69th,4/14/2017,W,"4,466"
40990,69th,4/15/2017,A,"3,961"
40990,69th,4/16/2017,U,"2,797"
40990,69th,4/17/2017,W,"4,850"
40990,69th,4/18/2017,W,"4,991"
40990,69th,4/19/2017,W,"4,712"
40990,69th,4/20/2017,W,"4,954"
40990,69th,4/21/2017,W,"5,008"
40990,69th,4/22/2017,A,"3,716"
40990,69th,4/23/2017,U,"2,959"
40990,69th,4/24/2017,W,"5,019"
40990,69th,4/25/2017,W,"5,095"
40990,69th,4/26/2017,W,"4,963"
40990,69th,4/27/2017,W,"4,833"
40990,69th,4/28/2017,W,"5,024"
40990,69th,4/29/2017,A,"3,232"
40990,69th,4/30/2017,U,"2,439"
41000,Cermak-Chinatown,4/1/2017,A,"5,342"
41000,Cermak-Chinatown,4/2/2017,U,"3,478"
41000,Cermak-Chinatown,4/3/2017,W,"3,987"
41000,Cermak-Chinatown,4/4/2017,W,"4,191"
41000,Cermak-Chinatown,4/5/2017,W,"3,526"
41000,Cermak-Chinatown,4/6/2017,W,"4,259"
41000,Cermak-Chinatown,4/7/2017,W,"4,581"
41000,Cermak-Chinatown,4/8/2017,A,"5,225"
41000,Cermak-Chinatown,4/9/2017,U,"3,866"
41000,Cermak-Chinatown,4/10/2017,W,"3,597"
41000,Cermak-Chinatown,4/11/2017,W,"3,667"
41000,Cermak-Chinatown,4/12/2017,W,"4,036"
41000,Cermak-Chinatown,4/13/2017,W,"3,933"
41000,Cermak-Chinatown,4/14/2017,W,"4,967"
41000,Cermak-Chinatown,4/15/2017,A,"5,011"
41000,Cermak-Chinatown,4/16/2017,U,"3,568"
41000,Cermak-Chinatown,4/17/2017,W,"4,031"
41000,Cermak-Chinatown,4/18/2017,W,"4,042"
41000,Cermak-Chinatown,4/19/2017,W,"3,741"
41000,Cermak-Chinatown,4/20/2017,W,"4,038"
41000,Cermak-Chinatown,4/21/2017,W,"5,031"
41000,Cermak-Chinatown,4/22/2017,A,"5,772"
41000,Cermak-Chinatown,4/23/2017,U,"4,087"
41000,Cermak-Chinatown,4/24/2017,W,"4,129"
41000,Cermak-Chinatown,4/25/2017,W,"4,281"
41000,Cermak-Chinatown,4/26/2017,W,"4,082"
41000,Cermak-Chinatown,4/27/2017,W,"3,795"
41000,Cermak-Chinatown,4/28/2017,W,"4,420"
41000,Cermak-Chinatown,4/29/2017,A,"3,054"
41000,Cermak-Chinatown,4/30/2017,U,"2,538"
41010,Rockwell,4/1/2017,A,955
41010,Rockwell,4/2/2017,U,668
41010,Rockwell,4/3/2017,W,"1,817"
41010,Rockwell,4/4/2017,W,"1,948"
41010,Rockwell,4/5/2017,W,"1,863"
41010,Rockwell,4/6/2017,W,"1,962"
41010,Rockwell,4/7/2017,W,"1,888"
41010,Rockwell,4/8/2017,A,974
41010,Rockwell,4/9/2017,U,656
41010,Rockwell,4/10/2017,W,"1,752"
41010,Rockwell,4/11/2017,W,"1,862"
41010,Rockwell,4/12/2017,W,"1,888"
41010,Rockwell,4/13/2017,W,"1,828"
41010,Rockwell,4/14/2017,W,"1,603"
41010,Rockwell,4/15/2017,A,982
41010,Rockwell,4/16/2017,U,488
41010,Rockwell,4/17/2017,W,"1,789"
41010,Rockwell,4/18/2017,W,"1,987"
41010,Rockwell,4/19/2017,W,"1,930"
41010,Rockwell,4/20/2017,W,"1,972"
41010,Rockwell,4/21/2017,W,"1,930"
41010,Rockwell,4/22/2017,A,"1,139"
41010,Rockwell,4/23/2017,U,712
41010,Rockwell,4/24/2017,W,"1,834"
41010,Rockwell,4/25/2017,W,"1,989"
41010,Rockwell,4/26/2017,W,"1,925"
41010,Rockwell,4/27/2017,W,"2,037"
41010,Rockwell,4/28/2017,W,"1,851"
41010,Rockwell,4/29/2017,A,821
41010,Rockwell,4/30/2017,U,557
41020,Logan Square,4/1/2017,A,"4,219"
41020,Logan Square,4/2/2017,U,"2,975"
41020,Logan Square,4/3/2017,W,"7,104"
41020,Logan Square,4/4/2017,W,"7,478"
41020,Logan Square,4/5/2017,W,"7,347"
41020,Logan Square,4/6/2017,W,"7,601"
41020,Logan Square,4/7/2017,W,"7,631"
41020,Logan Square,4/8/2017,A,"4,334"
41020,Logan Square,4/9/2017,U,"3,094"
41020,Logan Square,4/10/2017,W,"6,922"
41020,Logan Square,4/11/2017,W,"7,202"
41020,Logan Square,4/12/2017,W,"7,303"
41020,Logan Square,4/13/2017,W,"7,286"
41020,Logan Square,4/14/2017,W,"6,825"
41020,Logan Square,4/15/2017,A,"4,149"
41020,Logan Square,4/16/2017,U,"2,530"
41020,Logan Square,4/17/2017,W,"6,800"
41020,Logan Square,4/18/2017,W,"7,190"
41020,Logan Square,4/19/2017,W,"7,346"
41020,Logan Square,4/20/2017,W,"7,604"
41020,Logan Square,4/21/2017,W,"7,594"
41020,Logan Square,4/22/2017,A,"4,621"
41020,Logan Square,4/23/2017,U,"3,184"
41020,Logan Square,4/24/2017,W,"7,037"
41020,Logan Square,4/25/2017,W,"7,146"
41020,Logan Square,4/26/2017,W,"7,471"
41020,Logan Square,4/27/2017,W,"7,496"
41020,Logan Square,4/28/2017,W,"7,589"
41020,Logan Square,4/29/2017,A,"3,622"
41020,Logan Square,4/30/2017,U,"2,571"
41030,Polk,4/1/2017,A,760
41030,Polk,4/2/2017,U,541
41030,Polk,4/3/2017,W,"3,351"
41030,Polk,4/4/2017,W,"3,502"
41030,Polk,4/5/2017,W,"3,230"
41030,Polk,4/6/2017,W,"3,335"
41030,Polk,4/7/2017,W,"3,207"
41030,Polk,4/8/2017,A,784
41030,Polk,4/9/2017,U,564
41030,Polk,4/10/2017,W,"3,260"
41030,Polk,4/11/2017,W,"3,334"
41030,Polk,4/12/2017,W,"3,279"
41030,Polk,4/13/2017,W,"3,214"
41030,Polk,4/14/2017,W,"2,851"
41030,Polk,4/15/2017,A,768
41030,Polk,4/16/2017,U,475
41030,Polk,4/17/2017,W,"3,198"
41030,Polk,4/18/2017,W,"3,402"
41030,Polk,4/19/2017,W,"3,254"
41030,Polk,4/20/2017,W,"3,226"
41030,Polk,4/21/2017,W,"3,152"
41030,Polk,4/22/2017,A,811
41030,Polk,4/23/2017,U,562
41030,Polk,4/24/2017,W,"3,189"
41030,Polk,4/25/2017,W,"3,194"
41030,Polk,4/26/2017,W,"3,238"
41030,Polk,4/27/2017,W,"3,096"
41030,Polk,4/28/2017,W,"3,065"
41030,Polk,4/29/2017,A,576
41030,Polk,4/30/2017,U,461
41040,Kedzie-Cermak,4/1/2017,A,714
41040,Kedzie-Cermak,4/2/2017,U,552
41040,Kedzie-Cermak,4/3/2017,W,"1,003"
41040,Kedzie-Cermak,4/4/2017,W,"1,101"
41040,Kedzie-Cermak,4/5/2017,W,968
41040,Kedzie-Cermak,4/6/2017,W,"1,022"
41040,Kedzie-Cermak,4/7/2017,W,"1,052"
41040,Kedzie-Cermak,4/8/2017,A,769
41040,Kedzie-Cermak,4/9/2017,U,549
41040,Kedzie-Cermak,4/10/2017,W,882
41040,Kedzie-Cermak,4/11/2017,W,939
41040,Kedzie-Cermak,4/12/2017,W,979
41040,Kedzie-Cermak,4/13/2017,W,966
41040,Kedzie-Cermak,4/14/2017,W,920
41040,Kedzie-Cermak,4/15/2017,A,749
41040,Kedzie-Cermak,4/16/2017,U,468
41040,Kedzie-Cermak,4/17/2017,W,"1,026"
41040,Kedzie-Cermak,4/18/2017,W,"1,093"
41040,Kedzie-Cermak,4/19/2017,W,"1,057"
41040,Kedzie-Cermak,4/20/2017,W,"1,091"
41040,Kedzie-Cermak,4/21/2017,W,"1,076"
41040,Kedzie-Cermak,4/22/2017,A,750
41040,Kedzie-Cermak,4/23/2017,U,525
41040,Kedzie-Cermak,4/24/2017,W,"1,002"
41040,Kedzie-Cermak,4/25/2017,W,"1,100"
41040,Kedzie-Cermak,4/26/2017,W,"1,129"
41040,Kedzie-Cermak,4/27/2017,W,"1,084"
41040,Kedzie-Cermak,4/28/2017,W,"1,062"
41040,Kedzie-Cermak,4/29/2017,A,679
41040,Kedzie-Cermak,4/30/2017,U,492
41050,Linden,4/1/2017,A,429
41050,Linden,4/2/2017,U,280
41050,Linden,4/3/2017,W,784
41050,Linden,4/4/2017,W,801
41050,Linden,4/5/2017,W,810
41050,Linden,4/6/2017,W,783
41050,Linden,4/7/2017,W,840
41050,Linden,4/8/2017,A,437
41050,Linden,4/9/2017,U,332
41050,Linden,4/10/2017,W,"1,316"
41050,Linden,4/11/2017,W,820
41050,Linden,4/12/2017,W,"1,195"
41050,Linden,4/13/2017,W,"1,020"
41050,Linden,4/14/2017,W,"1,127"
41050,Linden,4/15/2017,A,962
41050,Linden,4/16/2017,U,749
41050,Linden,4/17/2017,W,"1,077"
41050,Linden,4/18/2017,W,944
41050,Linden,4/19/2017,W,997
41050,Linden,4/20/2017,W,730
41050,Linden,4/21/2017,W,792
41050,Linden,4/22/2017,A,455
41050,Linden,4/23/2017,U,378
41050,Linden,4/24/2017,W,822
41050,Linden,4/25/2017,W,807
41050,Linden,4/26/2017,W,793
41050,Linden,4/27/2017,W,826
41050,Linden,4/28/2017,W,824
41050,Linden,4/29/2017,A,447
41050,Linden,4/30/2017,U,251
41060,Ashland-Orange,4/1/2017,A,952
41060,Ashland-Orange,4/2/2017,U,672
41060,Ashland-Orange,4/3/2017,W,"1,600"
41060,Ashland-Orange,4/4/2017,W,"1,697"
41060,Ashland-Orange,4/5/2017,W,"1,490"
41060,Ashland-Orange,4/6/2017,W,"1,715"
41060,Ashland-Orange,4/7/2017,W,"1,577"
41060,Ashland-Orange,4/8/2017,A,"1,036"
41060,Ashland-Orange,4/9/2017,U,754
41060,Ashland-Orange,4/10/2017,W,"1,379"
41060,Ashland-Orange,4/11/2017,W,"1,542"
41060,Ashland-Orange,4/12/2017,W,"1,632"
41060,Ashland-Orange,4/13/2017,W,"1,467"
41060,Ashland-Orange,4/14/2017,W,"1,363"
41060,Ashland-Orange,4/15/2017,A,"1,008"
41060,Ashland-Orange,4/16/2017,U,566
41060,Ashland-Orange,4/17/2017,W,"1,561"
41060,Ashland-Orange,4/18/2017,W,"1,737"
41060,Ashland-Orange,4/19/2017,W,"1,676"
41060,Ashland-Orange,4/20/2017,W,"1,619"
41060,Ashland-Orange,4/21/2017,W,"1,704"
41060,Ashland-Orange,4/22/2017,A,952
41060,Ashland-Orange,4/23/2017,U,774
41060,Ashland-Orange,4/24/2017,W,"1,667"
41060,Ashland-Orange,4/25/2017,W,"1,694"
41060,Ashland-Orange,4/26/2017,W,"1,773"
41060,Ashland-Orange,4/27/2017,W,"1,622"
41060,Ashland-Orange,4/28/2017,W,"1,645"
41060,Ashland-Orange,4/29/2017,A,778
41060,Ashland-Orange,4/30/2017,U,539
41070,Kedzie-Lake,4/1/2017,A,771
41070,Kedzie-Lake,4/2/2017,U,596
41070,Kedzie-Lake,4/3/2017,W,"1,295"
41070,Kedzie-Lake,4/4/2017,W,"1,399"
41070,Kedzie-Lake,4/5/2017,W,"1,074"
41070,Kedzie-Lake,4/6/2017,W,"1,293"
41070,Kedzie-Lake,4/7/2017,W,"1,092"
41070,Kedzie-Lake,4/8/2017,A,802
41070,Kedzie-Lake,4/9/2017,U,657
41070,Kedzie-Lake,4/10/2017,W,930
41070,Kedzie-Lake,4/11/2017,W,953
41070,Kedzie-Lake,4/12/2017,W,982
41070,Kedzie-Lake,4/13/2017,W,883
41070,Kedzie-Lake,4/14/2017,W,932
41070,Kedzie-Lake,4/15/2017,A,787
41070,Kedzie-Lake,4/16/2017,U,637
41070,Kedzie-Lake,4/17/2017,W,"1,419"
41070,Kedzie-Lake,4/18/2017,W,"1,389"
41070,Kedzie-Lake,4/19/2017,W,"1,353"
41070,Kedzie-Lake,4/20/2017,W,"1,274"
41070,Kedzie-Lake,4/21/2017,W,"1,379"
41070,Kedzie-Lake,4/22/2017,A,783
41070,Kedzie-Lake,4/23/2017,U,613
41070,Kedzie-Lake,4/24/2017,W,"1,452"
41070,Kedzie-Lake,4/25/2017,W,"1,440"
41070,Kedzie-Lake,4/26/2017,W,"1,432"
41070,Kedzie-Lake,4/27/2017,W,"1,396"
41070,Kedzie-Lake,4/28/2017,W,"1,518"
41070,Kedzie-Lake,4/29/2017,A,641
41070,Kedzie-Lake,4/30/2017,U,533
41080,47th-South Elevated,4/1/2017,A,757
41080,47th-South Elevated,4/2/2017,U,584
41080,47th-South Elevated,4/3/2017,W,"1,186"
41080,47th-South Elevated,4/4/2017,W,"1,263"
41080,47th-South Elevated,4/5/2017,W,"1,072"
41080,47th-South Elevated,4/6/2017,W,"1,147"
41080,47th-South Elevated,4/7/2017,W,"1,177"
41080,47th-South Elevated,4/8/2017,A,785
41080,47th-South Elevated,4/9/2017,U,602
41080,47th-South Elevated,4/10/2017,W,"1,022"
41080,47th-South Elevated,4/11/2017,W,"1,079"
41080,47th-South Elevated,4/12/2017,W,"1,141"
41080,47th-South Elevated,4/13/2017,W,953
41080,47th-South Elevated,4/14/2017,W,"1,111"
41080,47th-South Elevated,4/15/2017,A,825
41080,47th-South Elevated,4/16/2017,U,493
41080,47th-South Elevated,4/17/2017,W,"1,191"
41080,47th-South Elevated,4/18/2017,W,"1,170"
41080,47th-South Elevated,4/19/2017,W,"1,183"
41080,47th-South Elevated,4/20/2017,W,"1,155"
41080,47th-South Elevated,4/21/2017,W,"1,144"
41080,47th-South Elevated,4/22/2017,A,725
41080,47th-South Elevated,4/23/2017,U,596
41080,47th-South Elevated,4/24/2017,W,"1,137"
41080,47th-South Elevated,4/25/2017,W,"1,239"
41080,47th-South Elevated,4/26/2017,W,"1,182"
41080,47th-South Elevated,4/27/2017,W,"1,098"
41080,47th-South Elevated,4/28/2017,W,"1,198"
41080,47th-South Elevated,4/29/2017,A,598
41080,47th-South Elevated,4/30/2017,U,481
41090,Monroe/State,4/1/2017,A,"5,018"
41090,Monroe/State,4/2/2017,U,"3,380"
41090,Monroe/State,4/3/2017,W,"11,594"
41090,Monroe/State,4/4/2017,W,"10,554"
41090,Monroe/State,4/5/2017,W,"11,409"
41090,Monroe/State,4/6/2017,W,"11,905"
41090,Monroe/State,4/7/2017,W,"11,538"
41090,Monroe/State,4/8/2017,A,"5,058"
41090,Monroe/State,4/9/2017,U,"3,238"
41090,Monroe/State,4/10/2017,W,"11,343"
41090,Monroe/State,4/11/2017,W,"10,910"
41090,Monroe/State,4/12/2017,W,"12,050"
41090,Monroe/State,4/13/2017,W,"11,808"
41090,Monroe/State,4/14/2017,W,"10,563"
41090,Monroe/State,4/15/2017,A,"5,147"
41090,Monroe/State,4/16/2017,U,"2,789"
41090,Monroe/State,4/17/2017,W,"11,437"
41090,Monroe/State,4/18/2017,W,"11,263"
41090,Monroe/State,4/19/2017,W,"11,541"
41090,Monroe/State,4/20/2017,W,"11,394"
41090,Monroe/State,4/21/2017,W,"11,390"
41090,Monroe/State,4/22/2017,A,"4,884"
41090,Monroe/State,4/23/2017,U,"3,051"
41090,Monroe/State,4/24/2017,W,"11,002"
41090,Monroe/State,4/25/2017,W,"11,301"
41090,Monroe/State,4/26/2017,W,"11,244"
41090,Monroe/State,4/27/2017,W,"11,107"
41090,Monroe/State,4/28/2017,W,"10,787"
41090,Monroe/State,4/29/2017,A,"4,310"
41090,Monroe/State,4/30/2017,U,"2,833"
41120,35-Bronzeville-IIT,4/1/2017,A,"1,042"
41120,35-Bronzeville-IIT,4/2/2017,U,718
41120,35-Bronzeville-IIT,4/3/2017,W,"2,110"
41120,35-Bronzeville-IIT,4/4/2017,W,"1,913"
41120,35-Bronzeville-IIT,4/5/2017,W,"1,520"
41120,35-Bronzeville-IIT,4/6/2017,W,"1,897"
41120,35-Bronzeville-IIT,4/7/2017,W,"1,975"
41120,35-Bronzeville-IIT,4/8/2017,A,"1,410"
41120,35-Bronzeville-IIT,4/9/2017,U,944
41120,35-Bronzeville-IIT,4/10/2017,W,"1,466"
41120,35-Bronzeville-IIT,4/11/2017,W,"1,550"
41120,35-Bronzeville-IIT,4/12/2017,W,"1,651"
41120,35-Bronzeville-IIT,4/13/2017,W,"1,526"
41120,35-Bronzeville-IIT,4/14/2017,W,"1,571"
41120,35-Bronzeville-IIT,4/15/2017,A,"1,067"
41120,35-Bronzeville-IIT,4/16/2017,U,669
41120,35-Bronzeville-IIT,4/17/2017,W,"1,563"
41120,35-Bronzeville-IIT,4/18/2017,W,"1,771"
41120,35-Bronzeville-IIT,4/19/2017,W,"1,784"
41120,35-Bronzeville-IIT,4/20/2017,W,"1,831"
41120,35-Bronzeville-IIT,4/21/2017,W,"1,959"
41120,35-Bronzeville-IIT,4/22/2017,A,"1,124"
41120,35-Bronzeville-IIT,4/23/2017,U,853
41120,35-Bronzeville-IIT,4/24/2017,W,"1,790"
41120,35-Bronzeville-IIT,4/25/2017,W,"1,860"
41120,35-Bronzeville-IIT,4/26/2017,W,"1,856"
41120,35-Bronzeville-IIT,4/27/2017,W,"1,698"
41120,35-Bronzeville-IIT,4/28/2017,W,"1,760"
41120,35-Bronzeville-IIT,4/29/2017,A,804
41120,35-Bronzeville-IIT,4/30/2017,U,574
41130,Halsted-Orange,4/1/2017,A,"1,288"
41130,Halsted-Orange,4/2/2017,U,952
41130,Halsted-Orange,4/3/2017,W,"2,819"
41130,Halsted-Orange,4/4/2017,W,"2,990"
41130,Halsted-Orange,4/5/2017,W,"2,794"
41130,Halsted-Orange,4/6/2017,W,"2,862"
41130,Halsted-Orange,4/7/2017,W,"2,698"
41130,Halsted-Orange,4/8/2017,A,"1,428"
41130,Halsted-Orange,4/9/2017,U,"1,037"
41130,Halsted-Orange,4/10/2017,W,"2,538"
41130,Halsted-Orange,4/11/2017,W,"2,745"
41130,Halsted-Orange,4/12/2017,W,"2,743"
41130,Halsted-Orange,4/13/2017,W,"2,649"
41130,Halsted-Orange,4/14/2017,W,"2,393"
41130,Halsted-Orange,4/15/2017,A,"1,334"
41130,Halsted-Orange,4/16/2017,U,781
41130,Halsted-Orange,4/17/2017,W,"2,833"
41130,Halsted-Orange,4/18/2017,W,"2,965"
41130,Halsted-Orange,4/19/2017,W,"2,844"
41130,Halsted-Orange,4/20/2017,W,"2,900"
41130,Halsted-Orange,4/21/2017,W,"2,794"
41130,Halsted-Orange,4/22/2017,A,"1,288"
41130,Halsted-Orange,4/23/2017,U,958
41130,Halsted-Orange,4/24/2017,W,"2,871"
41130,Halsted-Orange,4/25/2017,W,"3,019"
41130,Halsted-Orange,4/26/2017,W,"3,002"
41130,Halsted-Orange,4/27/2017,W,"2,902"
41130,Halsted-Orange,4/28/2017,W,"2,769"
41130,Halsted-Orange,4/29/2017,A,"1,073"
41130,Halsted-Orange,4/30/2017,U,726
41140,King Drive,4/1/2017,A,346
41140,King Drive,4/2/2017,U,308
41140,King Drive,4/3/2017,W,522
41140,King Drive,4/4/2017,W,554
41140,King Drive,4/5/2017,W,502
41140,King Drive,4/6/2017,W,535
41140,King Drive,4/7/2017,W,541
41140,King Drive,4/8/2017,A,396
41140,King Drive,4/9/2017,U,338
41140,King Drive,4/10/2017,W,491
41140,King Drive,4/11/2017,W,451
41140,King Drive,4/12/2017,W,500
41140,King Drive,4/13/2017,W,441
41140,King Drive,4/14/2017,W,519
41140,King Drive,4/15/2017,A,394
41140,King Drive,4/16/2017,U,268
41140,King Drive,4/17/2017,W,458
41140,King Drive,4/18/2017,W,535
41140,King Drive,4/19/2017,W,531
41140,King Drive,4/20/2017,W,537
41140,King Drive,4/21/2017,W,538
41140,King Drive,4/22/2017,A,390
41140,King Drive,4/23/2017,U,307
41140,King Drive,4/24/2017,W,553
41140,King Drive,4/25/2017,W,566
41140,King Drive,4/26/2017,W,578
41140,King Drive,4/27/2017,W,492
41140,King Drive,4/28/2017,W,544
41140,King Drive,4/29/2017,A,311
41140,King Drive,4/30/2017,U,276
41150,Kedzie-Midway,4/1/2017,A,"1,899"
41150,Kedzie-Midway,4/2/2017,U,"1,254"
41150,Kedzie-Midway,4/3/2017,W,"3,479"
41150,Kedzie-Midway,4/4/2017,W,"3,541"
41150,Kedzie-Midway,4/5/2017,W,"3,256"
41150,Kedzie-Midway,4/6/2017,W,"3,499"
41150,Kedzie-Midway,4/7/2017,W,"3,265"
41150,Kedzie-Midway,4/8/2017,A,"1,862"
41150,Kedzie-Midway,4/9/2017,U,"1,401"
41150,Kedzie-Midway,4/10/2017,W,"2,971"
41150,Kedzie-Midway,4/11/2017,W,"3,186"
41150,Kedzie-Midway,4/12/2017,W,"3,378"
41150,Kedzie-Midway,4/13/2017,W,"3,130"
41150,Kedzie-Midway,4/14/2017,W,"2,851"
41150,Kedzie-Midway,4/15/2017,A,"1,979"
41150,Kedzie-Midway,4/16/2017,U,"1,099"
41150,Kedzie-Midway,4/17/2017,W,"3,551"
41150,Kedzie-Midway,4/18/2017,W,"3,656"
41150,Kedzie-Midway,4/19/2017,W,"3,557"
41150,Kedzie-Midway,4/20/2017,W,"3,564"
41150,Kedzie-Midway,4/21/2017,W,"3,527"
41150,Kedzie-Midway,4/22/2017,A,"1,891"
41150,Kedzie-Midway,4/23/2017,U,"1,274"
41150,Kedzie-Midway,4/24/2017,W,"3,568"
41150,Kedzie-Midway,4/25/2017,W,"3,662"
41150,Kedzie-Midway,4/26/2017,W,"3,581"
41150,Kedzie-Midway,4/27/2017,W,"3,557"
41150,Kedzie-Midway,4/28/2017,W,"3,520"
41150,Kedzie-Midway,4/29/2017,A,"1,606"
41150,Kedzie-Midway,4/30/2017,U,"1,086"
41160,Clinton-Lake,4/1/2017,A,"1,373"
41160,Clinton-Lake,4/2/2017,U,927
41160,Clinton-Lake,4/3/2017,W,"4,343"
41160,Clinton-Lake,4/4/2017,W,"4,384"
41160,Clinton-Lake,4/5/2017,W,"4,651"
41160,Clinton-Lake,4/6/2017,W,"4,352"
41160,Clinton-Lake,4/7/2017,W,"4,094"
41160,Clinton-Lake,4/8/2017,A,"1,299"
41160,Clinton-Lake,4/9/2017,U,919
41160,Clinton-Lake,4/10/2017,W,"4,157"
41160,Clinton-Lake,4/11/2017,W,"4,344"
41160,Clinton-Lake,4/12/2017,W,"4,293"
41160,Clinton-Lake,4/13/2017,W,"4,284"
41160,Clinton-Lake,4/14/2017,W,"3,136"
41160,Clinton-Lake,4/15/2017,A,"1,302"
41160,Clinton-Lake,4/16/2017,U,858
41160,Clinton-Lake,4/17/2017,W,"4,073"
41160,Clinton-Lake,4/18/2017,W,"4,292"
41160,Clinton-Lake,4/19/2017,W,"4,184"
41160,Clinton-Lake,4/20/2017,W,"4,260"
41160,Clinton-Lake,4/21/2017,W,"3,890"
41160,Clinton-Lake,4/22/2017,A,"1,472"
41160,Clinton-Lake,4/23/2017,U,970
41160,Clinton-Lake,4/24/2017,W,"4,014"
41160,Clinton-Lake,4/25/2017,W,"4,200"
41160,Clinton-Lake,4/26/2017,W,"4,213"
41160,Clinton-Lake,4/27/2017,W,"4,213"
