longitude,run_id,heading,predictable,latitude,id,seconds_since_report,route_id
-118.448601,233_132_0,359.0,True,34.152222,9430,58,233
-118.323982,757_68_1,270.0,True,33.923752,7857,56,757
-118.265274,51_217_1,165.0,True,33.963737,5362,180,51
-118.4461615,169_120_1,86.0,True,34.2659148,4097,59,169
-118.249542,302_1055_1,30.0,True,34.049427,6005,58,302
-118.291168,351_256_1,90.0,True,34.059711,6106,58,351
-118.483604,237_13_0,345.0,True,34.203922,8291,58,237
-118.396454,230_95_0,360.0,True,34.147411,5829,58,230
-118.080116,181_179_1,273.0,True,34.148701,5944,58,181
-118.337845,728_130_1,270.0,True,34.057098,9263,58,728
-118.2541952,51_227_1,211.0,True,34.032628,6144,59,51
-118.249901,81_195_0,15.0,True,34.050667,8568,176,81
-118.464828,164_52_1,270.0,True,34.1867329,8295,179,164
-118.1046255,487_95_0,267.0,True,34.0795512,4159,59,487
-118.0727402,62_224_1,181.0,True,33.9259227,5887,59,62
-118.21991,720_1064_1,255.0,True,34.033642,9374,58,720
-118.280804,45_518_0,184.0,True,33.9812307,3941,59,45
-118.330994,740_94_1,180.0,True,34.000202,5315,58,740
-118.416153,233_141_1,228.0,True,34.270584,9258,58,233
-118.273926,48_482_1,345.0,True,33.996353,5994,180,48
-118.132332,180_172_0,360.0,True,34.147491,7661,176,180
-118.196838,81_197_1,239.0,True,34.1077,8510,179,81
-118.231911,40_896_1,15.0,True,34.0565489,9210,58,40
-118.2507648,17_349_1,309.0,True,34.0482442,4165,59,17
-118.3659442,2_1059_0,87.0,True,34.097878,8587,59,2
-118.1611153,501_8_0,66.0,True,34.1465972,4022,180,501
-118.211586,83_121_0,360.0,True,34.092686,6062,58,83
-118.265433,48_495_1,29.0,True,34.0297567,5844,59,48
-118.338203,237_11_1,235.0,True,34.10429,8281,179,237
-118.397398,901_54_1,270.0,True,34.168524,9428,180,901
-118.449158,720_1039_0,225.0,True,34.054981,9369,58,720
-118.438965,158_46_0,141.0,True,34.254055,4151,59,158
-118.606033,169_119_0,220.0,True,34.201199,4122,59,169
-118.143272,120_71_1,300.0,True,33.919655,6030,58,120
-118.330605,710_122_0,360.0,True,33.991707,7553,58,710
-118.307037,66_363_0,90.0,True,34.057621,9333,58,66
-118.273964,48_481_1,360.0,True,34.005566,3934,176,48
-118.596985,901_54_1,330.0,True,34.192566,9553,116,901
-118.309135,757_67_0,360.0,True,34.0896339,5890,180,757
-118.291695,108_391_0,90.0,True,33.989063,3860,59,108
-118.3762205,37_427_0,181.0,True,34.0608638,8440,59,37
-118.329422,155_34_0,338.0,True,34.161049,5922,180,155
-118.282616,81_195_0,345.0,True,33.976883,8572,56,81
-118.32103,14_382_0,270.0,True,34.076267,5840,116,14
-118.223747,251_110_1,188.0,True,34.088009,8530,58,251
-118.27301,111_350_1,255.0,True,33.974766,8464,58,111
-118.257576,92_226_0,43.0,True,34.039639,3955,116,92
-118.275963,115_492_0,75.0,True,33.960026,8264,56,115
-118.271729,35_243_0,298.0,True,34.034328,5653,58,35
-118.26088,603_25_1,220.0,True,34.1455119,3110,59,603
-118.113022,686_52_0,1.0,True,34.168999,7642,58,686
-118.518219,744_1_0,105.0,True,34.162231,9329,56,744
-118.233482,28_538_0,50.0,True,34.068676,5945,56,28
-118.340172,222_68_0,219.0,True,34.100357,5879,180,222
-118.2273608,108_391_0,90.0,True,33.9891239,5913,59,108
-118.248856,130_89_1,155.0,True,33.867737,11019,58,130
-118.370461,217_228_0,345.0,True,33.983482,5808,180,217
-118.2655307,70_255_0,220.0,True,34.0333043,4142,59,70
-118.300346,206_168_1,165.0,True,33.981861,8550,58,206
-118.308968,207_275_0,360.0,True,34.0626559,9410,58,207
-118.238892,316_356_1,219.0,True,34.036942,5863,235,316
-118.2573137,378_485_1,208.0,True,34.0466171,4190,59,378
-118.3877107,224_224_0,1.0,True,34.2002185,8231,59,224
-118.5208892,901_59_0,90.0,True,34.1803785,9500,59,901
-118.370405,152_115_0,180.0,True,34.1940735,8335,59,152
-118.241966,90_305_1,210.0,True,34.058117,8238,179,90
-118.248985,14_427_0,30.0,True,34.053692,3995,59,14
-118.232727,794_54_0,30.0,True,34.074287,8050,179,794
-118.258095,60_117_0,300.0,True,34.0482439,5378,58,60
-118.268356,14_382_0,15.0,True,34.031113,5678,57,14
-118.1549827,18_233_1,284.0,True,34.0199378,3927,59,18
-118.308899,757_67_0,0.0,True,34.013817,5989,180,757
-118.113281,108_403_1,220.0,True,33.972618,5621,180,108
-118.358398,35_235_1,45.0,True,34.040024,5837,116,35
-118.34742,212_216_0,15.0,True,34.040546,6067,58,212
-118.254822,92_226_0,359.0,True,34.133854,5431,180,92
-118.59594,901_59_0,290.0,True,34.190666,9535,58,901
-118.598984,901_55_0,220.0,True,34.252377,9542,179,901
-118.380028,4_266_0,57.0,True,34.08746,5615,116,4
-118.0839382,62_241_0,86.0,True,33.9021485,3887,59,62
-118.290642,550_123_1,165.0,True,33.85844,6115,58,550
-118.170418,258_29_1,255.0,True,34.063396,5813,295,258
-118.2789468,200_39_1,90.0,True,34.0110718,3884,59,200
-118.22683,202_48_1,195.0,True,33.829594,6080,235,202
-118.480034,734_31_1,150.0,True,34.127171,9238,58,734
-118.287796,720_1063_1,270.0,True,34.061859,9351,56,720
-118.245377,2_1056_0,120.0,True,34.057098,3939,59,2
-118.264,81_179_1,225.0,True,34.04324,8523,235,81
-118.291565,302_1055_1,270.0,True,34.098267,5690,58,302
-118.256424,53_177_0,345.0,True,33.991238,5451,176,53
-118.264488,90_307_0,220.0,True,34.0334239,8503,58,90
-118.44886,233_139_1,180.0,True,34.208515,9388,58,233
-118.371117,14_427_0,255.0,True,34.076103,5333,58,14
-118.214928,28_550_1,90.0,True,34.139214,8557,58,28
-118.2518817,460_182_0,81.0,True,33.9282873,8101,59,460
-118.376099,705_69_0,358.0,True,34.053799,6008,58,705
-118.287424,105_240_0,266.0,True,34.0037472,3881,59,105
-118.6060227,164_54_0,180.0,True,34.2094655,4101,59,164
-118.300186,206_165_0,0.0,True,33.982189,8564,58,206
-118.467613,734_30_0,360.0,True,34.226501,9200,58,734
-118.161568,910_169_1,240.0,True,34.063042,8399,58,910
-118.206604,605_44_1,166.0,True,34.058777,3139,180,605
-118.218864,110_216_1,285.0,True,33.981613,5768,58,110
-118.33522,710_121_1,180.0,True,34.032185,7588,58,710
-118.254654,720_1045_1,300.0,True,34.050362,9370,116,720
-118.0724987,266_21_1,151.0,True,34.0697473,5785,59,266
-118.445091,158_53_1,120.0,True,34.151314,8248,58,158
-118.239479,720_1047_1,220.0,True,34.03862,9487,57,720
-118.207161,70_246_1,300.0,True,34.056576,4011,116,70
-118.291527,204_106_1,180.0,True,33.989342,9368,235,204
-118.442993,165_166_1,255.0,True,34.193966,8269,116,165
-118.2916978,754_91_1,180.0,True,34.0550264,9501,59,754
-118.28376,720_1058_1,285.0,True,34.061611,9390,116,720
-118.500847,165_149_1,255.0,True,34.193939,8182,116,165
-118.293663,206_165_0,75.0,True,34.101704,5699,58,206
-118.245903,2_1057_1,220.0,True,34.062408,5624,180,2
-118.163864,780_42_1,225.0,True,34.144852,7622,58,780
-118.237122,704_156_0,105.0,True,34.058064,9292,58,704
-118.603966,750_51_0,255.0,True,34.179256,8040,58,750
-118.293526,302_1072_1,270.0,True,34.098293,5447,176,302
-118.3729515,117_59_1,270.0,True,33.9454958,8645,59,117
-118.361443,780_41_0,345.0,True,34.090019,8057,116,780
-118.121872,266_19_0,54.0,True,33.938904,7791,116,266
-118.221977,302_1072_1,240.0,True,34.056084,5980,58,302
-118.233444,45_518_0,50.0,True,34.068707,3946,116,45
-118.2582933,66_375_0,129.0,True,34.0438222,9467,59,66
-118.145309,125_150_1,255.0,True,33.903816,11038,57,125
-118.301071,704_149_1,271.0,True,34.09087,9225,58,704
-118.007118,78_469_1,255.0,True,34.110809,4045,176,78
-118.281334,720_1061_1,285.0,True,34.060509,9295,58,720
-118.445946,602_2_0,75.0,True,34.0636439,5685,57,602
-118.2716607,603_25_1,214.0,True,34.0751985,3117,59,603
-118.291824,754_70_1,182.0,True,34.076569,9389,179,754
-118.352791,211_68_1,180.0,True,33.866306,6119,116,211
-118.35125,37_427_0,90.0,True,34.032459,7530,58,37
-118.263573,246_76_0,360.0,True,33.827778,6129,58,246
-118.6015743,245_64_0,178.0,True,34.1871893,8205,59,245
-118.241508,45_527_1,210.0,True,34.056194,3940,57,45
-118.229485,120_72_0,75.0,True,33.924576,6037,56,120
-118.181755,260_207_0,360.0,True,33.938934,8433,58,260
-118.4415432,92_236_1,43.0,True,34.2973728,4138,59,92
-118.4844715,158_42_1,270.0,True,34.2575087,4106,59,158
-118.3839927,316_360_0,328.0,True,34.0847746,8286,59,316
-118.215553,751_17_1,180.0,True,34.066147,8028,179,751
-118.2469023,603_21_0,44.0,True,34.1140718,5629,59,603
-118.1178409,70_246_1,270.0,True,34.0626166,4168,180,70
-118.225517,94_228_0,315.0,True,34.0866619,8198,179,94
-118.309036,207_275_0,345.0,True,33.961014,9432,56,207
-118.2419635,90_305_1,208.0,True,34.1563465,8109,59,90
-118.351051,344_47_0,360.0,True,33.807072,5371,57,344
-118.299919,10_482_1,270.0,True,34.083584,5503,58,10
-118.240852,60_129_1,130.0,True,34.036476,4027,59,60
-118.111023,130_85_0,89.0,True,33.872768,11016,58,130
-118.257111,45_518_0,46.0,True,34.041286,5358,58,45
-118.164284,358_383_0,90.0,True,33.986012,5725,180,358
-118.288055,950_197_0,220.0,True,33.724598,8396,235,950
-118.266289,38_243_0,30.0,True,34.032516,5704,58,38
-118.243874,81_179_1,233.0,True,34.056961,8543,58,81
-118.2047068,605_45_0,42.0,True,34.0216238,3145,59,605
-118.249611,10_469_1,38.0,True,34.051105,5614,57,10
-118.379341,16_255_0,220.0,True,34.076019,3971,59,16
-118.265274,720_1058_1,297.0,True,34.055504,9375,58,720
-118.312805,164_52_1,220.0,True,34.1791989,8339,58,164
-118.23233,71_88_1,285.0,True,34.056824,5439,180,71
-118.2565558,53_162_1,180.0,True,34.011949,3956,59,53
-118.226402,254_15_1,272.0,True,33.981696,3132,180,254
-118.2540797,4_260_1,304.0,True,34.0754325,3896,59,4
-118.434509,4_266_0,60.0,True,34.050308,5363,295,4
-118.352463,212_216_0,220.0,True,33.932362,5727,58,212
-118.3924185,224_224_0,319.0,True,34.2380725,8253,59,224
-118.300514,206_168_1,165.0,True,34.082096,8605,56,206
-118.276062,720_1061_1,300.0,True,34.058117,9352,58,720
-118.246229,55_217_0,360.0,True,33.930762,3877,59,55
-118.310867,164_52_1,310.0,True,34.180382,8223,116,164
-118.363182,150_169_1,220.0,True,34.138748,8226,58,150
-118.312675,165_149_1,220.0,True,34.179089,7556,116,165
-118.25528,760_42_1,128.0,True,34.046951,5312,180,760
-118.308411,710_121_1,220.0,True,34.063206,7596,179,710
-118.378586,901_57_1,91.0,True,34.168449,9556,179,901
-118.137245,110_216_1,360.0,True,33.967613,5888,116,110
-118.567291,901_54_1,292.0,True,34.185909,9460,58,901
-118.32431,757_68_1,220.0,True,34.099754,5984,180,757
-118.25872,442_62_0,28.0,True,34.050526,8622,58,442
-118.0733799,176_65_0,179.0,True,34.0822616,4193,59,176
-118.049469,76_170_1,285.0,True,34.077698,4004,180,76
-118.257935,51_258_0,28.0,True,34.026821,4007,59,51
-118.225517,28_538_0,45.0,True,34.121559,5833,58,28
-118.128426,78_469_1,240.0,True,34.0945279,7368,57,78
-118.251213,760_42_1,220.0,True,34.063866,6017,116,760
-118.308411,18_186_0,174.0,True,34.063179,8117,179,18
-118.2806492,603_21_0,110.0,True,34.058093,5602,59,603
-118.291794,204_106_1,180.0,True,34.0693089,9297,58,204
-118.329193,740_94_1,75.0,True,34.0255579,7646,295,740
-118.27832,745_98_1,180.0,True,33.953342,8002,58,745
-118.411987,720_1061_1,255.0,True,34.067139,9506,57,720
-118.282845,794_55_1,135.0,True,34.161903,8098,235,794
-118.382721,33_365_1,235.0,True,34.032654,5639,180,33
-118.44355,704_155_0,220.0,True,34.045551,9243,179,704
-118.120361,780_42_1,220.0,True,34.145924,8594,56,780
-118.35659,740_95_0,345.0,True,33.8656999,5999,57,740
-118.447456,602_3_1,360.0,True,34.066311,7545,57,602
-118.386749,94_216_1,225.0,True,34.223446,8579,56,94
-118.2914815,754_92_0,2.0,True,34.0010623,9550,59,754
-118.274811,200_39_1,208.0,True,34.059711,3962,59,200
-118.172058,910_169_1,225.0,True,34.061829,8392,58,910
-118.308807,757_67_0,360.0,True,33.990906,6051,57,757
-118.3590982,105_239_0,271.0,True,34.0215527,5791,59,105
-118.309536,720_1045_1,271.0,True,34.0617422,9587,59,720
-118.131836,268_130_1,89.0,True,34.1689409,8318,179,268
-118.27900700000001,603_21_0,30.0,True,34.065926,3116,59,603
-118.374588,232_84_1,90.0,True,33.815567,11059,235,232
-118.1512675,117_51_0,120.0,True,33.9235993,8427,59,117
-118.1366682,460_172_1,270.0,True,33.9131705,8133,59,460
-118.361382,215_68_1,165.0,True,33.943581,6130,58,215
-118.524155,240_168_0,116.0,True,34.164242,8345,58,240
-118.134003,180_178_1,255.0,True,34.145786,5301,57,180
-118.170616,66_386_1,270.0,True,34.018929,9400,58,66
-118.369148,10_391_0,89.0,True,34.083611,7599,179,10
-118.282059,45_518_0,90.0,True,33.9276849,5601,58,45
-118.26973,728_129_1,299.0,True,34.047199,9262,179,728
-118.647282,161_86_1,243.0,True,34.1496145,4185,59,161
-118.291496,754_92_0,220.0,True,33.925404,9579,179,754
-118.3221653,501_7_1,256.0,True,34.154608,3989,180,501
-118.226532,71_84_0,118.0,True,34.054626,7342,57,71
-118.036026,268_130_1,45.0,True,34.080914,5337,116,268
-118.331062,210_260_1,180.0,True,33.989559,8302,56,210
-118.391304,165_166_1,225.0,True,34.256943,8154,56,165
-118.259308,92_236_1,165.0,True,34.101788,6100,58,92
-118.265114,48_481_1,360.0,True,33.927078,5799,58,48
-118.358299,212_203_1,258.0,True,33.988571,5767,58,212
-118.2099958,760_43_0,346.0,True,33.9257335,6091,59,760
-118.308968,207_275_0,345.0,True,34.034771,9568,116,207
-118.2441358,55_217_0,343.0,True,33.9597688,3888,59,55
-118.2658,302_1072_1,300.0,True,34.077751,5838,58,302
-118.282875,81_181_1,180.0,True,34.017197,8549,116,81
-118.247017,950_192_1,298.0,True,34.05468,8352,58,950
-118.1531833,720_1062_1,104.0,True,34.0194612,9289,180,720
-118.355614,733_87_1,255.0,True,34.044617,9224,116,733
-118.465904,183_54_0,220.0,True,34.153816,5958,58,183
-118.0728233,266_19_0,355.0,True,34.1227968,5749,59,266
-118.324409,115_503_1,270.0,True,33.960052,8612,57,115
-118.352333,40_875_0,0.0,True,33.875298,9571,235,40
-118.3363213,720_1027_0,91.0,True,34.0620038,9274,59,720
-118.368752,794_54_0,311.0,True,34.218994,8089,58,794
-118.252029,30_604_0,30.0,True,34.0467609,6044,58,30
-118.332138,108_402_1,270.0,True,33.989063,3861,57,108
-118.597511,601_2_1,345.0,True,34.193501,4198,235,601
-118.323097,728_128_0,105.0,True,34.054569,9323,179,728
-118.256325,53_177_0,360.0,True,33.978256,6022,58,53
-118.291496,204_103_0,360.0,True,33.924164,9562,176,204
-118.255936,18_233_1,304.0,True,34.051464,5869,180,18
-118.223152,28_549_1,240.0,True,34.073406,7630,58,28
-118.250725,53_177_0,38.0,True,34.024101,5445,58,53
-118.245247,4_266_0,210.0,True,34.05941,9371,58,4
-118.423195,234_34_1,300.0,True,34.316837,4018,59,234
-118.248886,603_21_0,210.0,True,34.048107,3115,59,603
-118.246628,302_1072_1,306.0,True,34.063011,3921,59,302
-118.472656,788_6_1,195.0,True,34.133247,8096,179,788
-118.240005,102_52_0,90.0,True,33.974682,5755,57,102
-118.440475,234_33_1,140.0,True,34.282875,3974,57,234
-118.249672,28_549_1,210.0,True,34.047421,5670,180,28
-118.241608,705_69_0,270.0,True,34.003914,6002,180,705
-118.046616,128_27_0,165.0,True,33.874447,5405,235,128
-118.238007,62_245_0,275.0,True,34.034988,5868,180,62
-118.481316,744_2_1,270.0,True,34.156128,9236,58,744
-118.1427745,266_19_0,359.0,True,33.9034017,5880,59,266
-118.388123,728_130_1,270.0,True,34.05941,9533,116,728
-118.247246,728_129_1,218.0,True,34.050388,9315,58,728
-118.370262,152_119_1,345.0,True,34.190502,8252,58,152
-118.3688344,10_469_1,283.0,True,34.0837662,4166,59,10
-118.4077462,302_1055_1,224.0,True,34.0855087,8556,59,302
-118.4629162,733_87_1,231.0,True,33.9889347,9227,59,733
-118.125542,127_25_1,165.0,True,33.928482,7662,58,127
-118.188377,71_88_1,210.0,True,34.053635,5490,58,71
-118.2629127,30_603_0,125.0,True,34.0380467,8120,59,30
-118.1282682,62_245_0,320.0,True,33.9797117,3968,59,62
-118.127052,108_381_0,121.0,True,33.975838,5668,58,108
-118.26442,4_260_1,300.0,True,34.033531,5306,59,4
-118.183823,260_235_1,199.0,True,33.930298,8320,179,260
-118.079689,268_136_0,180.0,True,34.148701,7624,179,268
-118.453514,224_252_1,315.0,True,34.277485,7563,58,224
-118.286514,910_173_0,356.0,True,33.901974,8005,58,910
-118.26226,83_121_0,37.0,True,34.037491,5955,58,83
-118.179825,110_208_1,270.0,True,33.977322,3981,57,110
-118.326736,710_123_0,300.0,True,33.961842,7554,116,710
-118.45034,788_6_1,180.0,True,34.2333489,8021,116,788
-118.2575664,78_469_1,218.0,True,34.0463505,4124,59,78
-118.483772,237_11_1,180.0,True,34.193611,7568,176,237
-118.598953,901_55_0,220.0,True,34.252213,9527,179,901
-118.188675,83_132_1,240.0,True,34.113392,5937,58,83
-118.368462,37_382_0,116.0,True,34.035542,4072,59,37
-118.300247,206_165_0,358.0,True,34.039639,8511,58,206
-118.299301,28_538_0,90.0,True,34.052536,5814,58,28
-118.3133927,720_1061_1,272.0,True,34.061791,9381,59,720
-118.3805393,152_119_1,229.0,True,34.2279492,4102,59,152
-118.396355,230_95_0,360.0,True,34.201752,8300,116,230
-118.3269051,165_149_1,309.0,True,34.1904353,4107,59,165
-118.326927,117_61_1,270.0,True,33.94556,8609,58,117
-118.148781,177_33_1,357.0,True,34.141609,5786,58,177
-118.10804,76_170_1,266.0,True,34.07943,7627,58,76
-118.182083,115_478_1,343.0,True,33.951721,8638,179,115
-118.376259,38_243_0,220.0,True,34.054707,5800,180,38
-118.5886303,244_55_1,180.0,True,34.2201325,8233,59,244
-118.435783,33_365_1,225.0,True,34.002678,3933,295,33
-118.261765,16_344_1,15.0,True,34.054211,5498,235,16
-118.537918,901_57_1,270.0,True,34.180439,9543,56,901
-118.501373,901_55_0,90.0,True,34.185909,9540,179,901
-118.4195233,167_80_0,90.0,True,34.1720568,5630,59,167
-118.3588595,4_269_0,91.0,True,34.0907539,8588,59,4
-118.443321,4_264_0,220.0,True,34.045715,3904,176,4
-118.597252,901_55_0,165.0,True,34.237225,9526,58,901
-118.246719,48_483_0,120.0,True,34.058281,5675,58,48
-118.2477246,355_218_0,359.0,True,33.9929739,4082,59,355
-118.2494537,94_228_0,37.0,True,34.051193,8209,180,94
-118.437683,744_3_1,225.0,True,34.254826,9316,58,744
-118.2652767,52_226_1,182.0,True,33.9193348,5777,59,52
-118.264359,70_255_0,30.0,True,34.036392,4192,59,70
-118.467155,234_32_0,2.0,True,34.266209,5484,58,234
-118.292122,40_896_1,269.0,True,34.010983,9205,179,40
-118.2482412,33_364_1,219.0,True,34.0427893,3966,180,33
-118.34417,92_226_0,315.0,True,34.209339,4001,59,92
-118.353348,40_896_1,165.0,True,33.957935,9216,57,40
-118.3075642,96_246_1,309.0,True,34.1779687,3101,59,96
-118.277138,330_608_0,121.0,True,34.044724,3898,116,330
-118.096375,78_496_0,75.0,True,34.103134,4167,59,78
-118.22869180000001,91_310_1,117.0,True,34.2056312,8407,59,91
-118.275108,94_216_1,150.0,True,34.153019,8489,179,94
-118.45034,233_141_1,180.0,True,34.235905,9408,58,233
-118.352402,40_874_0,360.0,True,33.922405,9455,179,40
-118.2913515,33_365_1,270.0,True,34.0442971,4071,59,33
-118.436111,788_8_0,220.0,True,34.034935,8073,235,788
-118.223122,60_117_0,90.0,True,33.963791,5346,57,60
-118.294777,30_647_0,75.0,True,34.047256,5819,58,30
-118.364365,316_360_0,270.0,True,34.034275,6041,180,316
-118.1471324,378_485_1,315.0,True,34.0926125,4160,59,378
-118.24453,91_310_1,135.0,True,34.113449,8168,57,91
-118.431717,154_33_1,270.0,True,34.179474,7562,58,154
-118.1585251,260_235_1,170.0,True,34.0095099,4174,59,260
-118.351479,125_153_0,87.0,True,33.901779,11026,179,125
-118.2149262,720_1045_1,297.0,True,34.0340597,9310,59,720
-118.568237,750_51_0,60.0,True,34.171886,8041,58,750
-118.129578,780_42_1,75.0,True,34.145897,7619,295,780
-118.3640028,2_1057_1,270.0,True,34.0980585,8522,59,2
-118.368004,33_365_1,225.0,True,34.041012,3929,180,33
-118.4518348,733_82_0,59.0,True,33.9942458,9252,59,733
-118.2476892,611_22_0,359.0,True,33.9895508,4006,180,611
-118.282677,81_193_0,345.0,True,34.01585,8516,58,81
-118.308083,14_427_0,270.0,True,34.076267,5638,116,14
-118.588104,244_31_0,360.0,True,34.168392,8153,58,244
-118.287827,52_265_0,220.0,True,33.869331,3871,59,52
-118.1934635,260_207_0,357.0,True,33.8976664,4120,59,260
-118.2597077,53_169_0,10.0,True,34.0531315,5623,59,53
-118.2867791,37_428_1,265.0,True,34.0328359,5832,59,37
-118.246857,910_169_1,298.0,True,34.0545959,8373,179,910
-118.2498502,733_82_0,38.0,True,34.0451302,9265,59,733
-118.1167925,111_340_0,123.0,True,33.9471897,5977,59,111
-118.219612,780_42_1,285.0,True,34.140232,8066,58,780
-118.291893,204_106_1,180.0,True,34.099754,9569,58,204
-118.305916,550_125_0,270.0,True,33.737961,6128,180,550
-118.3207485,14_418_1,91.0,True,34.076178,8448,59,14
-118.285469,910_173_0,345.0,True,33.888691,8400,58,910
-118.268188,910_169_1,195.0,True,34.038071,8395,58,910
-118.2838385,52_226_1,220.0,True,34.059559,3986,59,52
-118.266159,351_256_1,105.0,True,34.051601,3878,59,351
-118.230698,745_97_1,360.0,True,34.050884,8029,56,745
-118.259933,200_39_1,314.0,True,34.079651,5925,116,200
-118.1300325,68_139_0,172.0,True,34.0328237,3935,59,68
-118.330635,740_95_0,360.0,True,33.990550999999996,7898,57,740
-118.324638,10_430_0,90.0,True,34.083473,5652,180,10
-118.264946,94_228_0,220.0,True,34.03334,8581,58,94
-118.443489,234_40_0,45.0,True,34.313068,8108,58,234
-118.471741,788_6_1,150.0,True,34.181728,8042,58,788
-118.46627,734_31_1,165.0,True,34.168365,9332,116,734
-118.366722,35_202_0,225.0,True,34.035896,4145,57,35
-118.258324,14_395_0,30.0,True,34.043514,5707,58,14
-118.162842,110_231_0,90.0,True,33.975342,5611,58,110
-118.261375,51_258_0,28.0,True,34.0214039,4054,59,51
-118.2563598,53_169_0,360.0,True,33.980385,5970,180,53
-118.392128,358_383_0,220.0,True,33.988514,5754,295,358
-118.25518,92_236_1,205.0,True,34.157227,4046,59,92
-118.319557,720_1061_1,255.0,True,34.061829,9505,58,720
-118.353775,212_216_0,360.0,True,33.99044,3855,59,212
-118.5033548,167_95_1,269.0,True,34.2430465,5874,59,167
-118.280777,910_173_0,345.0,True,33.973141,8391,116,910
-118.3097882,4_263_1,265.0,True,34.0908283,8449,59,4
-118.291595,204_103_0,345.0,True,34.058338,9475,179,204
-118.284416,950_192_1,180.0,True,33.846889,8361,56,950
-118.594597,901_55_0,120.0,True,34.189568,9462,56,901
-118.5883443,244_64_0,4.0,True,34.1931905,8283,59,244
-118.080505,266_21_1,220.0,True,34.1486469,5631,58,266
-118.3963527,901_55_0,90.0,True,34.1684624,9570,59,901
-118.07251,120_68_1,268.0,True,33.941849,6126,58,120
-118.642578,165_159_0,220.0,True,34.188686,8193,58,165
-118.209717,117_51_0,105.0,True,33.9445989,8646,58,117
-118.325195,212_212_1,180.0,True,34.100605,5660,58,212
-118.280022,950_197_0,3.0,True,34.017883,8366,179,950
-118.2590717,603_21_0,10.0,True,34.0897705,3102,59,603
-118.604462,150_171_0,183.0,True,34.201832,8188,58,150
-118.187871,720_1045_1,270.0,True,34.0239345,9276,59,720
-118.257668,51_227_1,208.0,True,34.027401,4028,59,51
-118.2543617,51_258_0,180.0,True,33.9272613,6118,59,51
-118.422546,224_224_0,319.0,True,34.266567,8595,58,224
-118.499016,750_51_0,90.0,True,34.158684,8076,58,750
-118.242026,254_14_0,272.0,True,33.9532918,3133,59,254
-118.251671,770_50_1,217.0,True,34.052784,5931,58,770
-118.44532,704_156_0,75.0,True,34.047146,9255,116,704
-118.225121,251_108_0,0.0,True,33.980236,8571,116,251
-118.374657,92_236_1,139.0,True,34.237526,6040,56,92
-118.239052,612_23_0,360.0,True,33.929226,3883,59,612
-118.282776,81_181_1,180.0,True,33.970284,8544,179,81
-118.27829,745_94_0,345.0,True,33.992283,8037,58,745
-118.2631057,910_169_1,216.0,True,34.0440767,8382,59,910
-118.2648385,351_257_1,208.0,True,34.0160156,4030,59,351
-118.2531069,92_236_1,217.0,True,34.0434684,4115,59,92
-118.270981,14_427_0,285.0,True,34.067001,3952,59,14
-118.2477077,55_217_0,6.0,True,33.9927447,4073,59,55
-118.25367,127_19_0,90.0,True,33.873539,7585,58,127
-118.235809,183_53_1,255.0,True,34.142792,5946,235,183
-118.247871,96_247_0,315.0,True,34.098213,3125,59,96
-118.244492,110_185_0,220.0,True,33.974297,5737,180,110
-118.0466777,460_183_0,182.0,True,33.8966418,8170,59,460
-118.448044,155_34_0,105.0,True,34.157913,3996,59,155
-118.224007,125_151_1,180.0,True,33.896088,11057,58,125
-118.2609875,52_265_0,293.0,True,34.0497815,4040,59,52
-118.398979,353_156_1,270.0,True,34.221714,5487,57,353
-118.232597,770_50_1,285.0,True,34.056934,5896,58,770
-118.300316,206_168_1,180.0,True,34.021954,8559,179,206
-118.254654,55_236_1,210.0,True,34.049374,5419,58,55
-118.331024,710_121_1,165.0,True,34.000118,7591,58,710
-118.330605,40_878_0,0.0,True,33.989807,9340,179,40
-118.293922,720_1055_1,270.0,True,34.061802,9358,56,720
-118.367234,501_8_0,245.0,True,34.1522832,4019,59,501
-118.3374798,442_62_0,90.0,True,33.9598403,8174,180,442
-118.2658,79_501_0,15.0,True,34.034744,7623,58,79
-118.536217,744_1_0,220.0,True,34.256367,9273,179,744
-118.334991,312_215_0,255.0,True,33.974491,5616,180,312
-118.334106,710_122_0,19.0,True,34.034359,7586,58,710
-118.250927,14_382_0,309.0,True,34.0571542,8121,59,14
-118.354919,330_607_0,114.0,True,34.053936,6016,180,330
-118.265213,770_49_0,120.0,True,34.032955,7924,58,770
-118.403694,794_55_1,139.0,True,34.248638,8095,116,794
-118.325851,4_260_1,270.0,True,34.090786,5650,57,4
-118.215385,106_16_1,195.0,True,34.034988,3942,59,106
-118.27829,45_518_0,360.0,True,33.978973,7654,58,45
-118.355705,212_213_1,180.0,True,34.0230559,5687,57,212
-118.351021,344_48_1,165.0,True,33.802643,6071,58,344
-118.0710207,910_169_1,269.0,True,34.0722685,8398,59,910
-118.3508237,28_550_1,91.0,True,34.0835587,8415,59,28
-118.2312413,728_129_1,173.0,True,34.0541952,9240,59,728
-118.265274,351_257_1,165.0,True,33.972126,5338,58,351
-118.2115423,202_47_0,6.0,True,33.8472478,5918,59,202
-118.1436,260_207_0,255.0,True,34.202793,5607,235,260
-118.275078,51_227_1,105.0,True,34.055672,3969,59,51
-118.214142,60_115_0,345.0,True,33.938961,5479,116,60
-118.1690858,256_60_0,0.0,True,34.0308677,3144,59,256
-118.150948,260_234_1,180.0,True,34.183876,8146,58,260
-118.364525,794_55_1,128.0,True,34.215939,8035,176,794
