longitude,run_id,heading,predictable,latitude,id,seconds_since_report,route_id
-118.230629,733_86_1,219.0,True,34.051243,9558,179,733
-118.223251,762_103_0,220.0,True,33.875435,7930,179,762
-118.370003,217_191_1,179.0,True,34.040024,5642,180,217
-118.241447,81_177_0,30.0,True,34.0586399,8531,179,81
-118.440178,158_53_1,315.0,True,34.255459,7745,58,158
-118.466888,165_159_0,90.0,True,34.193829,8504,58,165
-118.3750607,125_152_0,88.0,True,33.9017332,5761,59,125
-118.27504,950_192_1,195.0,True,34.02729,8354,179,950
-118.271599,181_173_0,360.0,True,34.117435,5434,180,181
-118.39414,166_75_0,135.0,True,34.256039,8187,59,166
-118.238823,62_225_1,130.0,True,34.035046,6059,116,62
-118.353287,111_342_0,345.0,True,33.9615099,8304,56,111
-118.14875,687_47_0,345.0,True,34.12981,3990,176,687
-118.243378,745_94_0,300.0,True,34.060291,8039,58,745
-118.225548,90_307_0,315.0,True,34.086689,8212,58,90
-118.412285,720_1056_1,255.0,True,34.067139,9577,176,720
-118.185196,611_27_1,360.0,True,33.989204,3867,57,611
-118.224434,751_17_1,227.0,True,34.086304,8033,58,751
-118.5283642,165_166_1,270.0,True,34.1938802,8344,180,165
-118.34919,33_364_1,255.0,True,34.045467,5927,58,33
-118.14003,260_207_0,15.0,True,34.047226,5609,58,260
-118.445389,901_55_0,75.0,True,34.180576,9439,58,901
-118.243416,910_173_0,35.0,True,34.053993,8393,179,910
-118.28891,66_238_0,220.0,True,34.063702,9470,179,66
-118.387436,164_52_1,270.0,True,34.1867329,8150,179,164
-118.250259,355_218_0,30.0,True,34.045082,3902,59,355
-118.535332,165_159_0,75.0,True,34.193802,4052,116,165
-118.18985,62_224_1,75.0,True,34.018822,6000,116,62
-118.598824,244_53_1,360.0,True,34.252266,8207,179,158
-118.273827,200_39_1,195.0,True,34.061363,5350,58,200
-118.391502,733_87_1,225.0,True,34.027676,9342,235,733
-118.330338,111_340_0,92.0,True,33.974461,8263,58,111
-118.049759,268_135_1,165.0,True,34.094746,7354,56,268
-118.2560254,351_261_0,282.0,True,34.0296689,4059,59,351
-118.154129,720_1058_1,284.0,True,34.0197829,9353,58,720
-118.266228,28_537_0,105.0,True,34.045494,5620,58,28
-118.454964,744_1_0,90.0,True,34.151947,9242,179,744
-118.272354,705_63_1,75.0,True,34.003777,5386,58,705
-118.2496614,487_95_0,38.0,True,34.053073,4157,59,487
-118.073395,76_162_0,90.0,True,34.08075,7544,58,76
-118.0507053,268_136_0,350.0,True,34.1005353,4080,59,268
-118.353378,111_340_0,165.0,True,33.961674,8434,116,111
-118.6148536,169_120_1,114.0,True,34.149697,4125,59,169
-118.352463,212_216_0,0.0,True,33.932224,5909,58,212
-118.5706067,165_159_0,90.0,True,34.1937537,4105,59,165
-118.180981,176_65_0,220.0,True,34.1153761,4169,59,176
-118.536247,744_1_0,180.0,True,34.208569,9304,179,744
-118.240723,117_53_0,90.0,True,33.943138,6135,56,117
-118.265078,52_265_0,1.0,True,33.966001,6138,59,52
-118.447945,734_30_0,60.0,True,34.057594,9298,56,734
-118.2899497,4_266_0,92.0,True,34.0907843,8435,180,4
-118.285759,910_173_0,270.0,True,33.869881,8359,116,910
-118.4349922,166_116_1,229.0,True,34.2356918,8234,59,166
-118.104012,115_503_1,220.0,True,33.912697,8626,58,115
-118.2409327,18_186_0,133.0,True,34.0395032,8172,59,18
-118.4674395,163_128_0,89.0,True,34.201108,8200,59,163
-118.237894,79_471_1,267.0,True,34.0583049,4191,59,79
-118.494423,720_1027_0,316.0,True,34.017418,9560,58,720
-118.367577,28_537_0,220.0,True,34.061062,5971,235,28
-118.381241,28_538_0,75.0,True,34.059326,8508,179,28
-118.300873,206_168_1,180.0,True,34.0578689,5908,180,206
-118.415726,224_249_1,45.0,True,34.282326,8577,58,224
-118.230003,60_128_1,183.0,True,34.027401,5770,58,60
-118.291527,754_92_0,345.0,True,34.0338629,9590,58,754
-118.209587,68_138_1,285.0,True,34.047642,5640,116,68
-118.369965,217_218_0,16.0,True,34.034111,3948,59,217
-118.395798,14_428_1,220.0,True,34.056053,5688,58,14
-118.2647852,51_227_1,304.0,True,34.0348355,4016,59,51
-118.2539685,60_129_1,226.0,True,34.050151,6014,59,60
-118.326637,210_260_1,180.0,True,33.906704,8611,58,210
-118.300575,206_168_1,180.0,True,34.091999,8560,58,206
-118.1956185,720_1026_0,117.0,True,34.0254008,9291,59,720
-118.2843385,4_263_1,251.0,True,34.0909694,4089,59,4
